timestamp,Unit_Name,Unit_Code,PSR_Type,Capacity,Generation_MW,Consumption_MW,Measurement_Unit,Temporal_Resolution,folder_tag,iso_mapping,lat,lon,iso
2020-01-01T01:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.975,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T01:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,49.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T01:00:00+00:00,,11W0-0000-0004-B,B05,,20.475,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T01:00:00+00:00,,11W0-0000-0005-8,B05,,253.2,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,116.725,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.95,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,51.15,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,102.55,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,48.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,,11W0-0000-0004-B,B05,,20.6,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T02:00:00+00:00,,11W0-0000-0005-8,B05,,261.725,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,116.4,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.525,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.525,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,33.45,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,43.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,104.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,53.175,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,,11W0-0000-0004-B,B05,,20.65,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T03:00:00+00:00,,11W0-0000-0005-8,B05,,262.05,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,112.675,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.375,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,58.7,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,43.325,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.6,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,54.325,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,,11W0-0000-0004-B,B05,,20.675,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T04:00:00+00:00,,11W0-0000-0005-8,B05,,266.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.575,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1312.55,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,128.6,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,44.675,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,100.9,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,52.975,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,,11W0-0000-0004-B,B05,,20.65,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T05:00:00+00:00,,11W0-0000-0005-8,B05,,257.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.95,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1309.625,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,37.625,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,39.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.075,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,55.45,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,,11W0-0000-0004-B,B05,,20.675,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T06:00:00+00:00,,11W0-0000-0005-8,B05,,265.425,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,114.625,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,30.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,61.975,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,,11W0-0000-0004-B,B05,,20.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T07:00:00+00:00,,11W0-0000-0005-8,B05,,259.1,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,114.375,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.75,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,1.45,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,42.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,104.85,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,62.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,,11W0-0000-0004-B,B05,,20.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T08:00:00+00:00,,11W0-0000-0005-8,B05,,266.825,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.225,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.2,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,21.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,101.85,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,63.4,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,,11W0-0000-0004-B,B05,,53.35,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T09:00:00+00:00,,11W0-0000-0005-8,B05,,259.475,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1312.5,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,35.75,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,100.6,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,54.425,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,,11W0-0000-0004-B,B05,,70.475,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T10:00:00+00:00,,11W0-0000-0005-8,B05,,256.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,117.325,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1312.55,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.85,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,1.55,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,102.7,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,48.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,,11W0-0000-0004-B,B05,,70.525,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T11:00:00+00:00,,11W0-0000-0005-8,B05,,260.15,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,115.7,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1310.725,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.675,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,Kopswerk 2 M1,11WD43KOP2HM1--L,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,6.225,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,103.35,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,44.525,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,,11W0-0000-0004-B,B05,,70.45,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T12:00:00+00:00,,11W0-0000-0005-8,B05,,262.35,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,149.65,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.75,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,32.125,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,74.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,28.9,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,100.75,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,43.85,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,,11W0-0000-0004-B,B05,,79.775,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T13:00:00+00:00,,11W0-0000-0005-8,B05,,252.6,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,283.375,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1312.625,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,31.8,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,105.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Kopswerk 2 M3,11WD43KOP2HM3--D,B10,,0.0,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,41.15,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,159.475,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,78.15,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,100.475,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,50.525,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,,11W0-0000-0004-B,B05,,84.075,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T14:00:00+00:00,,11W0-0000-0005-8,B05,,264.5,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,287.65,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1311.325,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,31.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,91.825,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,74.25,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Kraftwerk Wehr,11WD4WEHR1HD4--Y,B10,,169.275,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Kraftwerk Witznau,11WD4WITZ5H-SD4C,B10,,21.15,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Obervermuntwerk 2 M2,11W0-0000-0110-E,B10,,68.1,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Rheinkraftwerk Iffezheim,11WD4IFFE5H----T,B11,,99.575,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,Stuttgart-Münster DT,11WD4MUST5X-DT-M,B17,,52.875,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,,11W0-0000-0004-B,B05,,25.225,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T15:00:00+00:00,,11W0-0000-0005-8,B05,,387.025,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T16:00:00+00:00,HKW Altbach/Deizisau 2,11WD4AL1U1C2---O,B05,,288.425,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T16:00:00+00:00,KKW Neckarwestheim 2,11WD4GKNK1N-GESZ,B14,,1309.975,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T16:00:00+00:00,KW Rheinfelden DE,11WD4KWRHF5M1-4I,B11,,31.35,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T16:00:00+00:00,Kopswerk 2 M2,11WD43KOP2HM2--H,B10,,3.3,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
2020-01-01T16:00:00+00:00,Kraftwerk Säckingen,11WD4SAEK2HD4--9,B10,,0.925,,MAW,PT60M,10YDE-ENBW-----N,DE,,,DE
